gene_name	DDdenovo_syn	DDdenovo_mis	DDdenovo_stopgain	gnomAD_syn	gnomAD_mis	gnomAD_stopgain
TDRD1	0	3	0	96	194	2
CENPM	0	0	0	19	36	3
FUBP1	0	1	0	52	70	2
DUS4L	0	2	0	15	43	3
ZNF143	0	0	0	54	83	1
TRNT1	0	0	0	32	89	2
DYDC2	1	0	0	12	31	2
ERVV-1	0	0	0	10	22	0
PFDN6	0	0	0	0	0	0
MTOR	0	16	0	217	259	0
SYT12	0	0	0	65	116	2
ADAM29	0	0	0	69	149	10
PXDN	1	2	0	243	323	4
PUS7L	0	1	0	46	145	3
HID1	0	2	0	101	157	4
SESTD1	0	1	0	61	81	1
PARVB	0	2	0	56	92	2
SLIT2	0	1	0	143	232	3
CPAMD8	0	3	0	275	461	15
CCL14	0	0	0	0	0	0
TPGS1	0	0	0	46	96	0
KDM5B	2	13	13	115	247	10
UFL1	0	4	0	65	145	9
TMEM9B	0	0	0	13	29	1
CCER1	0	1	0	35	70	1
BECN1	0	0	0	29	54	2
TMEM232	0	2	0	60	150	10
ENSG00000288626	0	0	0	5	8	3
ETNK1	1	0	0	17	51	0
ACCSL	1	2	0	50	126	9
DDX19A	0	0	0	38	45	0
DUOXA1	0	0	0	34	74	4
HES2	0	1	0	22	33	0
CCDC54	1	2	0	26	55	4
GSG1	0	1	0	33	89	3
UNG	0	0	0	29	57	1
ADAM33	1	1	0	89	181	14
PPP1R2B	0	0	0	20	46	2
IQCF2	0	0	0	9	37	2
CXCL13	0	0	0	9	21	0
GNG14	1	0	0	18	26	1
MSS51	0	5	0	34	103	3
DLL3	0	0	0	84	171	5
HMSD	0	0	0	7	19	2
MZT2B	0	0	0	25	44	2
CHMP2A	0	0	0	18	41	1
SYT8	1	0	0	71	129	4
ZNF511	0	1	0	32	66	2
IFNL3	0	0	0	20	69	1
NLRP2	2	3	1	0	0	0
MRPL33	0	0	0	5	15	1
ABCC9	2	9	0	118	141	8
ADAMTS5	2	2	0	115	188	5
ECHDC3	0	0	0	44	65	2
GOLGA3	1	7	0	192	370	3
GLCCI1	0	2	0	65	109	1
CARM1	1	1	0	90	70	0
CDC25A	0	1	1	43	70	0
CCNE1	0	1	0	33	57	1
TSKS	0	3	0	70	150	2
CDH6	0	0	0	76	91	4
PARP14	1	2	0	120	283	8
SMOC2	0	3	0	64	103	3
DNAAF1	0	1	0	91	203	7
DYRK3	0	1	0	39	113	4
PTPRG	3	2	1	135	313	2
ZNF503	2	1	0	111	145	1
STARD9	5	4	0	392	996	36
GLMP	0	2	0	37	79	5
TMEM92	0	0	0	21	34	0
FAM83B	1	1	0	75	206	8
OR4K15	0	0	0	27	89	3
CFDP1	0	0	0	30	60	0
EXOSC9	0	0	0	21	81	6
SPDYC	0	1	0	16	60	1
DDO	0	2	0	35	79	7
TMED10	1	0	0	18	27	0
NPHS1	2	1	0	139	279	10
SLC40A1	0	0	0	37	76	2
DPT	0	1	0	23	55	4
ENSG00000255432	0	0	0	10	22	1
PXN	0	2	0	136	249	9
ACSS2	0	3	0	44	158	5
GORAB	0	1	0	24	79	8
SSB	0	0	0	25	50	0
ENTPD2	0	5	0	84	126	4
ENSG00000285238	2	18	1	140	146	1
ARMC3	0	2	0	64	162	8
OR6Q1	0	1	0	24	79	3
PTTG2	0	0	0	21	48	2
ONECUT2	1	1	0	76	110	0
KRTAP7-1	0	0	0	14	15	1
G6PC3	1	1	0	30	73	1
ANKRD29	0	0	0	16	75	0
PDRG1	0	0	0	14	21	0
SIRPD	0	0	0	20	41	3
STRIP1	2	0	1	76	141	3
GRINA	0	1	0	49	85	1
DDX42	1	3	1	78	122	1
CATSPERD	3	3	0	97	161	5
ARL6	0	0	0	10	33	2
NPIPA5	0	0	0	0	0	0
B3GNT8	0	1	0	62	117	5
LMO2	0	0	0	30	55	0
GTF2F1	1	4	0	96	135	3
KEAP1	0	0	0	69	89	1
TRIM9	0	2	0	86	94	3
GPR151	0	1	0	24	73	11
CEP104	0	7	0	80	197	7
NOP58	2	0	0	44	81	4
GOLM1	0	0	1	48	87	1
TRAPPC8	0	3	0	120	229	4
GJA9	0	0	0	29	91	8
ZNF888	0	0	0	43	138	5
MLYCD	0	2	0	74	163	6
ELOVL6	0	0	0	18	11	1
ADCY1	0	3	0	127	141	0
ALG5	0	0	0	20	50	0
GSTA5	0	0	0	21	53	1
STARD10	0	1	1	37	54	1
KRTAP5-8	0	0	0	13	35	0
NEDD4L	0	6	0	99	128	3
NOC2L	1	3	0	135	218	12
STX8	0	0	1	24	49	2
LUZP2	0	0	0	33	57	1
ZNF460	0	2	0	51	74	0
TOMM34	0	0	0	34	43	1
LAMTOR5	0	0	0	3	19	0
ENSG00000100101	0	0	0	22	52	4
LCK	0	1	0	41	57	1
FKBP14	0	1	0	19	33	1
SH3TC1	1	4	0	246	464	17
SPOP	1	6	0	25	18	0
NAA15	2	5	4	48	92	0
RBMS2	0	0	0	28	55	3
RDH10	1	2	0	23	30	0
KCNG1	1	1	0	62	51	0
PPFIBP1	0	3	1	65	175	10
UPK3A	0	2	0	39	70	3
GANC	2	0	0	72	188	10
CCKBR	0	0	0	44	99	5
GTF3A	1	1	0	25	95	3
OR2A14	1	0	0	32	68	2
SHARPIN	0	1	0	59	95	1
PTPRJ	1	4	1	123	277	4
PYCARD	0	0	0	24	39	2
PCDHGB1	0	1	0	95	210	1
APOL1	0	0	0	42	107	4
GNAS	0	15	2	54	18	0
NBPF15	0	0	0	33	88	7
CALHM6	0	1	0	32	55	7
F13B	0	1	0	46	110	3
NHEJ1	0	0	0	30	50	1
BOK	2	0	0	39	71	2
CLUAP1	0	1	0	35	97	4
RBM38	0	0	0	46	53	0
WDR43	1	1	0	68	122	0
TMEM130	2	1	0	53	91	4
NOXA1	1	3	0	70	132	5
LEO1	0	2	0	49	84	0
MRPL45	0	0	0	1	4	0
OR5AS1	0	0	0	39	83	3
BEND3	1	2	0	129	155	1
RGS11	0	3	0	71	151	5
UBA7	0	1	0	76	189	10
CMTM7	0	0	0	20	25	0
TMEM258	0	1	0	8	13	0
HOXB7	0	2	0	32	65	2
MTRF1L	0	0	1	27	70	2
CATSPER2	0	0	0	38	101	3
TULP1	0	0	0	60	120	3
LRRC70	1	1	0	36	95	4
FAM90A19	0	0	0	0	0	0
ENSG00000285253	0	0	0	44	130	2
INTS12	0	1	0	33	86	0
PTK6	0	2	0	64	126	6
HLA-DRB1	0	0	0	0	0	0
KCNK16	0	1	0	33	68	3
ENSG00000289490	0	0	0	0	3	0
CHAC2	0	0	0	15	52	3
SPAG17	1	7	0	153	408	11
BTAF1	0	3	1	125	216	0
SH2D3A	0	3	0	63	133	7
SEMA4C	0	4	0	98	151	1
SPDYE2	0	0	0	0	0	0
ENSG00000260836	0	1	0	0	0	0
AQP2	0	1	0	40	49	1
KCNK5	0	1	0	61	78	1
NLRC5	1	6	0	194	370	10
CNBD2	0	2	0	49	118	9
TPST2	0	0	0	73	91	1
PRSS21	0	1	0	28	73	1
LRRC24	0	1	1	97	140	3
PWWP3A	0	0	1	96	187	5
STXBP6	0	2	0	14	37	0
GNA11	1	3	0	65	42	0
LRRC41	0	1	0	60	132	1
AKR1D1	0	2	0	16	61	5
LRRC61	1	1	0	28	63	3
SLC4A3	4	3	0	162	249	2
COPG1	0	1	0	85	141	3
ZFP36L2	1	5	0	123	174	1
OR6C70	0	0	0	31	67	4
ATP5F1C	0	2	0	28	44	1
ENSG00000260371	0	0	0	18	40	2
LILRA4	1	1	0	4	6	0
LCE1F	1	0	0	12	35	1
PTCRA	0	0	0	28	59	5
ODC1	0	4	2	52	84	0
SNX27	0	4	0	43	72	2
PHPT1	0	2	0	25	33	2
MYOCD	0	1	0	96	195	1
HTR2A	0	0	0	42	57	2
RNF227	0	0	0	34	64	3
SRP68	0	1	0	48	95	2
GBA3	0	0	0	0	0	0
MSC	0	0	0	21	43	1
NSUN2	0	1	0	81	165	6
LRRIQ3	1	1	0	32	121	13
ZNF319	1	2	0	74	81	0
ADAT1	0	2	0	46	124	7
ZNF551	0	1	0	50	143	7
CYP27C1	2	6	0	52	111	1
ZCRB1	0	0	0	8	24	3
PATE1	0	0	0	3	33	3
PSMA6	0	1	0	19	13	0
TNNC1	0	1	0	21	25	0
USP5	0	1	0	90	124	0
ALPI	1	0	0	72	131	9
LTBP2	2	1	0	246	454	3
SAT2	0	1	0	10	27	2
IFNW1	1	1	0	18	52	1
RBM39	3	1	0	38	29	2
RAMP1	0	0	0	17	42	2
ZNF502	0	0	0	34	93	7
C21orf91	1	0	0	23	48	1
PLEKHJ1	0	1	0	23	44	3
HSPH1	2	2	0	74	120	0
OR1Q1	0	3	0	23	72	2
IRF8	0	3	0	69	90	2
CACNG6	0	0	0	31	59	3
ERVMER34-1	1	0	0	31	119	9
IP6K3	1	1	0	56	90	3
MBD3	0	2	0	58	72	0
AGXT	0	1	0	55	123	1
BTN3A2	0	0	0	23	46	2
ENSG00000283580	0	0	0	13	28	2
CD36	0	4	0	40	173	17
LRMDA	0	0	0	25	51	4
STPG3	0	0	0	45	101	6
AQR	1	1	1	118	178	4
LMAN1	1	3	0	39	101	5
RBM27	1	3	0	82	155	0
SH3BGRL2	0	0	0	9	23	0
ROS1	2	7	0	183	466	16
MOGAT2	1	1	0	37	99	2
RIMS2	0	4	0	122	319	7
JADE1	1	1	1	65	93	0
NTAQ1	0	1	0	21	43	2
IKZF5	0	0	1	25	46	1
CASP8	1	0	0	39	63	1
ENSG00000272822	0	2	0	12	23	1
STOML1	0	1	1	38	91	5
STEAP1B	0	0	0	11	42	1
HUS1B	0	0	0	37	87	3
NUDCD1	0	1	0	33	120	5
NMRK2	1	3	0	32	57	4
RRS1	0	0	0	34	90	1
GADL1	0	1	0	46	112	1
TMEM207	0	3	0	16	33	1
IQCE	1	2	0	117	210	5
SLC4A1	2	4	0	106	178	2
GPR180	0	0	0	35	66	5
ZNF440	0	0	0	55	126	3
RBP3	2	1	0	186	308	3
SUMO4	0	0	0	9	25	2
DLX6	0	0	0	46	62	0
PLLP	0	1	0	24	43	0
RPUSD1	0	4	0	73	108	3
METAP1	0	0	0	27	47	1
INSM1	1	3	0	76	120	2
TTLL8	1	0	0	95	195	6
SRSF7	1	2	0	26	20	1
ENSG00000288550	0	3	1	68	105	9
ENSG00000272897	0	0	0	0	0	0
NKAIN1	0	0	0	19	40	0
UCN	0	0	0	12	33	0
NANS	0	0	0	37	73	2
ADRA2A	0	0	0	60	95	2
CALHM1	1	0	0	52	118	3
MEFV	2	1	0	115	207	6
CDC42EP5	1	0	0	0	0	0
BEGAIN	1	3	0	106	112	0
LDB3	0	1	0	79	184	3
CTSO	0	0	0	0	0	0
SLAMF9	0	1	0	26	58	2
NKAIN2	0	0	0	19	30	1
SPATA31D4	0	0	0	0	0	0
CUTA	0	0	0	0	0	0
MAP4K3	1	4	0	83	136	5
ELP3	0	3	0	40	87	6
HSPE1	0	1	0	10	8	0
COBLL1	1	2	0	88	230	3
EPHX1	0	4	0	65	106	5
TSPYL1	0	4	0	39	69	2
NDUFB9	0	1	0	18	47	3
FXYD4	0	0	0	5	24	0
CRP	0	0	0	27	41	2
MRGPRD	0	0	0	37	73	4
TST	0	0	0	42	86	2
DSG2	0	3	0	96	204	2
MTFMT	0	0	0	32	101	5
ENSG00000283663	0	0	0	15	24	2
ROPN1	0	0	0	18	26	2
ATP6V1E2	0	1	0	26	43	6
SNRPC	0	0	0	13	12	0
ENSG00000243501	0	1	0	17	40	4
TMEM262	0	0	0	16	31	0
IL32	0	0	0	23	45	4
ANKRD11	5	17	24	443	616	0
TMEM176B	0	1	0	23	57	5
MIEF1	2	1	0	47	116	3
KCNJ12	0	1	0	0	0	0
CEP95	1	5	1	66	148	13
TMCO5A	0	2	0	28	44	2
PPP1R14D	0	0	0	12	22	0
PACS1	2	6	0	89	138	0
CXCL2	0	1	0	9	29	1
SDR42E2	0	0	0	52	97	2
CAMKMT	0	0	0	29	62	7
KLHL20	0	4	0	48	55	2
PSTPIP1	1	3	0	71	117	4
ADAMTS16	1	2	0	152	295	7
C1orf167	1	4	0	163	362	27
LEPR	1	6	0	85	165	4
CLDN8	0	1	0	13	56	1
PPEF2	1	1	0	70	174	14
SLC2A5	0	1	0	53	104	4
OR11H1	0	0	0	0	0	0
RAET1L	0	0	0	12	48	3
NKX2-3	0	2	0	43	69	0
ZFR2	2	4	0	156	346	8
KMT2C	3	7	6	368	768	1
CAPZA1	1	0	0	20	48	0
UCP3	0	0	0	51	87	3
RGPD6	0	0	0	0	0	0
SFSWAP	1	1	0	115	177	1
NDUFB10	0	1	0	23	52	1
ZNF407	6	3	0	235	435	6
MKNK1	0	0	0	38	83	4
PCDHGB3	1	0	0	101	196	7
OR2C3	0	2	0	28	68	1
ARHGEF33	1	2	0	110	177	1
DRICH1	0	1	0	35	55	1
MRPL35	0	0	1	20	49	3
CDC14B	0	1	0	46	86	2
EML4	1	4	0	93	206	5
KRT15	2	1	0	50	126	5
PRPSAP1	1	0	0	37	64	2
OR51E1	1	0	0	29	80	3
BPNT1	0	2	0	31	41	1
KLHL38	0	1	0	81	148	4
SLC22A18	0	1	0	14	18	1
TES	0	0	0	26	79	5
DHX38	3	3	0	149	232	4
ENSG00000288593	0	0	0	8	10	0
PALB2	1	4	1	88	223	9
ILKAP	0	0	0	47	53	0
GRIP1	2	3	0	92	184	3
KTN1	0	2	0	97	236	3
MFSD2A	0	3	0	50	62	0
CDCA3	0	1	0	9	40	1
ENSG00000288625	0	0	0	4	12	0
PCDHA13	1	0	0	103	222	7
SKOR2	0	2	0	123	225	5
PPP1R7	0	2	0	32	51	0
CCDC96	0	1	1	36	126	7
FAM217A	0	0	0	36	84	9
ZNF331	0	0	0	49	69	0
PRR15L	0	0	0	10	26	0
DUXB	0	0	0	23	69	4
SPEM2	0	1	0	47	137	5
SPATA31D1	0	0	0	172	446	10
CCDC198	0	0	0	14	62	6
PRR7	1	0	0	33	51	0
B4GALT6	0	1	0	32	54	0
TOPBP1	1	3	0	115	241	2
ZFPM2	2	3	0	93	201	2
NDUFB5	0	0	0	20	40	2
ENSG00000249319	0	0	0	27	56	1
TELO2	2	4	0	139	254	5
OTOL1	1	1	0	48	105	6
RPL4	0	3	0	36	82	0
MSL2	0	4	0	47	85	0
ARMC2	0	1	0	80	158	6
ZSCAN25	2	0	0	64	102	5
SCYGR2	0	0	0	27	39	2
TESC	0	0	0	34	42	2
AMN	1	0	0	66	117	1
AAMDC	0	1	0	7	18	1
SPRR3	0	0	0	14	33	2
KLK2	1	1	0	12	51	0
MATN4	0	1	0	53	139	1
APCDD1L	1	0	0	60	133	7
PIWIL3	0	4	0	76	205	11
CARNS1	1	0	0	118	234	5
SNF8	0	2	0	29	43	1
CD27	1	0	0	17	53	2
CRIM1	1	6	0	87	215	3
CBY3	0	1	0	35	69	3
POLL	0	1	0	47	114	5
UBXN7	0	2	0	34	46	1
CABS1	0	1	0	25	77	0
PDE2A	0	4	0	102	125	1
CLEC4A	0	0	0	23	50	3
SART1	3	2	0	96	176	1
NHSL1	2	3	0	169	330	6
FEZ1	0	0	0	31	48	1
PTGER1	0	1	0	55	100	4
SCP2D1	0	0	0	14	31	1
CEP63	1	3	0	46	134	8
TNFSF4	0	0	0	11	28	0
SLC4A1AP	3	3	0	58	137	8
ANXA4	1	0	0	34	60	2
OR4F16	0	0	0	0	0	0
ATP5MF	0	2	0	8	35	0
KRTAP5-10	0	0	0	18	48	0
EYA4	0	1	0	51	106	0
FOXD4L4	0	0	0	3	8	0
WBP11	0	0	0	35	84	0
SCN8A	0	37	1	146	132	1
ATG2B	1	1	0	170	349	3
ZNF860	0	1	0	42	116	5
CFAP161	0	1	0	33	61	1
NCSTN	1	2	0	62	111	0
DAND5	0	0	0	13	38	4
TMEM266	1	1	0	74	114	2
IFI30	1	0	0	26	57	3
HMGN1	0	0	0	12	29	2
GALNT12	0	1	0	60	142	8
GRIA2	1	9	0	83	63	0
LPCAT3	1	0	0	35	45	0
DENND5A	2	1	0	110	194	2
MOCS3	0	0	0	59	91	6
CIB2	1	1	0	23	41	1
H4C3	0	4	0	50	33	2
MCOLN3	1	1	0	37	77	6
CCR6	1	0	0	37	50	1
MYL6	0	0	0	13	29	0
TMEM44	2	3	0	51	114	4
OR4D2	0	1	0	24	79	4
TOR3A	0	1	0	49	108	4
CGB3	0	0	0	0	1	0
PPFIA4	0	4	0	128	279	4
CLEC3B	0	0	0	24	30	3
PNLIP	1	1	1	47	87	1
RESF1	0	5	1	126	350	6
ENSG00000228144	0	0	0	19	34	0
WASL	0	2	0	33	73	0
CRLF1	0	1	0	59	90	2
PACS2	3	9	0	157	178	0
RIMOC1	0	0	1	17	58	4
SMIM23	0	0	0	13	35	2
SH3BP4	1	3	0	133	207	2
KRTAP5-4	0	0	0	0	0	0
WLS	1	0	0	48	92	1
MARCKS	0	2	1	53	96	0
OR5M11	1	1	0	38	71	1
DLL1	1	3	1	0	0	0
RPS12	0	2	0	14	21	0
STRIP2	1	0	0	77	156	8
OAS2	1	0	0	75	137	10
ARHGAP9	0	2	0	70	175	8
CCR8	1	0	0	31	67	1
RARG	0	0	1	47	46	2
GJC1	0	1	0	38	41	0
NEK4	0	1	0	73	167	10
ZFYVE16	0	3	0	79	277	8
GON4L	1	4	0	149	332	2
PPP1R10	0	4	0	0	0	0
PWP2	4	3	0	0	0	0
OR4K1	0	2	0	25	103	4
NUF2	1	1	0	27	57	4
MRGPRX1	1	0	1	45	98	1
GML	0	1	0	11	35	0
MGAT4C	0	1	0	29	80	1
SLC7A10	0	2	0	80	124	1
DDHD2	0	2	0	40	123	7
TJAP1	0	1	0	43	118	4
MED27	0	0	0	22	48	3
CAMKV	0	2	0	46	55	0
ZMIZ2	0	3	0	97	189	1
KIF20B	2	4	0	120	380	16
ENSG00000257207	0	0	0	0	0	0
PRMT3	0	0	1	39	114	2
ALDH9A1	1	1	0	51	113	5
NOPCHAP1	0	1	0	14	42	4
NYAP1	4	2	0	127	207	1
CFAP68	0	2	0	9	34	5
UBA6	0	4	0	62	173	3
RO60	0	0	0	32	95	1
UROD	1	0	0	21	72	4
MTNR1B	0	0	0	47	88	3
SPG21	0	0	0	34	48	2
MLLT6	1	2	0	0	0	0
AJAP1	4	1	0	48	82	1
CSGALNACT1	0	1	0	66	157	8
PIGY	0	0	0	3	15	1
SSMEM1	0	0	0	12	41	5
CREBZF	0	1	0	47	64	1
ZNF555	1	1	0	46	120	11
DNAJA4	0	1	0	38	86	1
MYO15B	0	2	0	422	905	36
FAM240C	0	1	0	0	0	0
FKBP15	3	4	0	82	209	9
TSACC	0	0	0	5	26	0
PRB1	0	0	0	0	0	0
GDF6	0	0	0	46	83	0
EXOC1L	0	0	0	14	33	3
CASR	2	4	0	105	150	3
ZNF679	0	0	0	34	97	4
ENSG00000289051	0	0	0	8	23	0
KRTAP12-2	0	0	0	17	48	2
RAB36	0	0	0	37	60	4
TCF21	0	0	0	13	28	1
OR52N2	0	0	0	35	93	5
TRIM17	0	1	0	63	124	5
OR5H8	0	0	0	0	0	0
PROB1	1	1	0	101	243	4
H2BC21	0	0	0	19	19	0
CDK2	1	0	0	26	23	0
SUSD2	1	1	0	111	230	5
OR5I1	0	0	0	31	68	4
PLSCR3	0	1	0	33	60	1
RXRG	1	1	0	49	72	2
SMAD1	0	1	0	37	47	0
IL10RA	1	0	0	68	129	1
REG1A	0	0	0	16	34	1
ZNF488	0	3	0	35	99	5
MGAT1	4	0	0	75	93	2
PDE4DIP	0	1	0	46	105	3
IP6K2	1	0	0	35	56	0
H2BC17	0	0	0	19	24	4
OR9Q2	0	0	0	33	67	2
GNB5	0	1	0	48	70	2
ENSG00000286239	0	0	0	18	43	1
RFPL2	0	0	0	37	109	3
AGAP6	0	0	0	21	51	1
BIRC2	0	1	0	38	122	1
ZBTB14	0	1	0	46	35	2
COLQ	0	0	0	50	93	4
PDCD2	0	0	0	36	81	2
OR4N2	0	0	0	36	97	0
FAM222B	1	2	1	77	136	2
FKBP5	1	0	0	39	64	0
URGCP-MRPS24	0	0	0	7	13	3
ICAM5	1	1	0	82	128	1
SERHL2	0	0	0	13	34	4
HFM1	3	2	1	100	239	17
PDIK1L	1	0	0	21	23	2
AGT	0	0	0	71	105	2
MBOAT2	0	1	0	35	59	1
COPS5	0	0	0	18	18	0
SULT1A4	0	0	0	0	0	0
BIVM-ERCC5	2	4	0	139	325	9
FIS1	1	0	0	17	30	1
ZNF285	0	0	0	55	123	1
ZNF365	0	1	0	26	86	2
PIM3	1	0	0	79	82	0
SIK1	1	2	0	0	0	0
FOXN2	1	0	0	36	74	4
MRPS33	0	0	0	9	19	2
SYN3	0	1	0	54	112	2
AMMECR1L	0	1	1	25	38	1
RHAG	1	0	0	34	71	2
ANTXR2	0	5	0	42	97	2
PCED1B	2	3	0	54	78	5
KIF2C	0	1	0	62	122	2
MRPL55	0	2	0	13	42	1
NEK10	2	3	0	85	211	7
H2AZ2	0	1	0	7	5	0
POLR3A	0	4	1	132	213	12
LRRC8A	1	1	0	129	121	2
MCEMP1	0	2	0	16	27	4
MRGPRE	1	1	0	57	110	6
SDHA	0	0	0	97	143	6
DTNA	0	1	0	70	133	2
PTX3	1	1	0	28	90	4
NFATC2IP	0	1	0	36	95	3
PRAME	0	0	0	0	0	0
MIXL1	0	0	0	29	54	1
PDS5B	1	3	0	107	131	5
RNF31	0	3	0	79	192	2
SPATA31E1	0	2	0	149	353	18
BICD2	2	9	1	116	164	0
ZNF354C	1	0	0	34	106	4
GSDMC	1	2	1	58	116	5
RIT2	0	3	0	15	39	0
GCNT1	0	3	0	31	75	3
MYEF2	1	0	0	39	85	0
LOXL4	0	3	0	79	205	4
R3HDM4	0	1	0	38	80	2
NFATC3	1	0	0	84	200	1
SORCS3	2	4	0	127	234	4
RPL36	0	0	0	9	17	0
RAP1GAP2	1	3	0	92	133	1
UPF2	1	1	0	100	150	1
ZNF474	1	1	0	34	97	4
OR10A4	0	0	0	30	71	2
GABRG2	0	8	0	41	36	0
LRRC43	1	1	0	86	148	15
IGSF9	2	2	0	116	266	11
ABHD6	0	1	0	29	64	0
HPS3	1	2	0	68	179	6
HPGDS	0	0	0	19	55	1
POLR2H	0	0	0	9	16	0
GLO1	0	0	0	13	24	4
PRSS37	0	0	0	23	58	3
ST14	1	2	0	119	162	2
TFDP2	0	0	0	32	65	3
CRIP1	0	0	0	13	28	1
KRT39	0	0	0	0	0	0
STARD6	0	1	0	14	41	3
ZNF579	1	0	0	77	104	0
FLRT3	1	3	0	42	87	4
AJM1	0	0	0	143	228	1
LYPLA2	0	0	0	29	22	0
EXOC3L1	1	1	0	87	172	9
RPS29	0	1	0	5	11	0
BAZ2B	1	8	2	128	383	3
ENSG00000284554	0	0	0	45	106	2
SRARP	0	0	0	22	43	1
ADGRE1	1	1	0	80	195	8
CACYBP	0	0	0	16	26	0
AKIRIN2	0	0	0	32	31	1
OR13C3	0	0	0	28	71	1
LAMTOR2	1	0	0	11	10	1
ZNF184	0	2	0	50	97	1
DCLRE1A	0	4	0	58	203	4
IMPG1	1	0	0	67	169	11
LBR	0	1	0	59	152	2
SERPINB13	0	1	0	44	77	2
NOTCH2NLB	0	0	0	0	0	0
SORCS2	4	0	0	188	304	0
GPR17	2	0	0	54	115	4
ZNF639	0	0	0	36	69	1
CFAP92	1	0	0	114	235	8
OTUD7B	1	3	0	70	166	2
NGEF	2	2	0	77	115	1
PCDHA10	1	0	0	115	246	5
SPDYE6	0	0	0	0	0	0
TAS2R60	0	0	0	31	61	2
IZUMO3	0	2	0	27	71	3
NFRKB	1	2	1	147	241	4
ABCC5	1	3	0	136	182	4
HDAC9	1	2	0	98	171	2
OR6C2	0	0	0	20	57	0
CREBBP	1	51	4	293	370	2
EPOP	0	0	0	0	0	0
ZNF470	0	0	0	49	162	9
LYRM1	0	0	0	13	22	4
DDX31	0	3	0	61	169	9
ATXN3	0	1	0	21	54	1
IFT57	0	0	0	29	76	4
ARID5B	0	2	0	93	205	1
SPDEF	0	1	0	65	76	0
HOXC10	0	1	1	28	75	1
UBR2	0	5	0	120	234	1
TMEM167A	0	0	0	3	12	0
ASB15	1	0	0	53	110	9
PALM2AKAP2	0	3	0	107	243	5
TOX4	0	0	0	51	72	1
GOLGA6L7	0	0	0	47	163	9
EXOC4	0	1	0	81	164	2
NOL8	0	0	0	75	196	8
TIMM21	0	1	0	17	47	3
NNT	1	1	0	77	177	5
PURB	1	2	0	49	58	0
CFAP206	0	1	0	47	112	10
RAD23B	0	2	0	43	50	1
RALGDS	0	2	0	125	207	2
GLTP	0	0	0	22	50	2
SHCBP1	2	0	0	44	121	7
HCN2	1	1	0	203	200	0
CNTNAP1	2	1	0	141	261	5
MRPL53	0	0	0	12	38	1
VASH2	0	2	0	44	63	4
NUMA1	2	7	0	177	472	3
EMC4	0	0	0	16	21	0
BTN3A3	0	0	0	47	113	5
ICAM3	0	1	0	60	114	1
IL1RAP	0	0	0	51	63	0
WTIP	0	1	1	69	93	3
ZFP1	2	0	0	53	91	2
LRFN3	0	3	0	102	112	0
OR12D1	0	0	0	0	0	0
HSD17B12	0	0	0	38	54	1
CDRT15L2	0	0	0	18	51	2
IL1RL2	2	0	0	60	129	3
ZNF25	0	0	0	32	80	3
PRPS1L1	0	0	0	20	82	1
ATF4	0	0	0	46	112	2
SERP1	0	0	0	6	12	0
GALNT1	0	0	0	52	61	1
DONSON	1	0	1	44	110	4
NPFFR2	0	1	0	33	89	5
CNOT10	0	1	0	55	126	0
HMGCL	1	2	0	27	51	2
DEFB105A	0	0	0	0	0	0
WDR24	1	2	0	127	155	3
MAP4K5	0	1	0	66	130	3
ARID3C	0	2	0	43	94	3
U2SURP	1	4	0	83	84	1
INTS5	1	3	1	96	190	0
ENSG00000288683	1	0	0	19	68	1
SLFN12L	0	1	0	46	110	7
KRT76	1	3	0	73	169	3
PLK3	2	2	0	73	112	3
POLD1	3	5	0	178	264	3
QSOX2	1	5	0	95	166	5
KIAA1217	2	2	0	192	418	9
RNF8	0	2	0	31	63	2
SH3TC2	1	5	0	124	276	15
CLTC	3	12	6	101	81	0
PHF14	0	2	0	76	140	0
ARL14EP	0	0	1	17	35	0
VPS33B	0	1	0	49	120	3
ZNF329	0	1	0	38	92	4
C11orf91	1	0	0	23	54	0
HSPA5	0	1	0	65	50	0
IBSP	0	0	1	29	70	5
MOB3A	0	2	0	39	69	2
GINS4	0	0	0	19	45	3
DNAH2	4	15	0	428	922	26
MUC3A	1	5	0	47	91	0
OR4K14	0	1	0	25	71	2
TMC4	0	0	0	4	8	0
MAP6D1	0	0	0	27	44	3
YEATS4	0	0	0	18	21	1
STPG2	1	1	0	37	116	6
PBX2	0	0	0	0	0	0
DNAJC5	2	0	0	38	29	0
NPY4R2	0	0	0	0	0	0
CNTROB	2	2	0	85	199	7
KRT13	0	0	0	53	123	2
USP17L15	0	0	0	0	0	0
ICAM1	1	1	0	59	115	3
ZDHHC11B	0	0	0	43	69	1
MAP3K9	1	5	0	117	241	3
GPR148	0	0	0	29	95	5
SLC22A23	1	4	0	97	121	0
SULT1C4	0	0	0	22	53	2
ITGB6	2	0	1	77	169	9
UCP1	0	0	0	38	66	5
E2F5	0	0	0	25	43	3
TGFBRAP1	0	4	0	98	161	2
TMEM273	0	0	0	21	38	0
SAAL1	0	1	0	26	85	3
EED	0	2	0	29	51	0
ZDHHC13	1	0	0	41	117	7
MYO1H	0	4	0	88	215	13
IL2	0	0	0	10	16	0
ANKRD12	1	2	0	170	342	6
PRDX2	0	0	0	20	42	0
BORCS8-MEF2B	0	2	0	42	81	3
PNISR	1	3	1	56	140	2
ARMC10	1	0	0	13	29	1
CABLES2	0	1	0	63	124	3
SPOCK3	1	0	0	34	81	3
PPA1	0	0	0	21	42	1
